"Funding OrgName","Project Reference","ProjectCategory","Outcome Type","LeadRO Name","Department","PI Surname","PI First Name","PI Orcid iD","Company Name","Description","Year Established","Impact","Url","GTR OutcomeId","GTR Outcome URL","GTRProjectUrl","ProjectId","FundingOrgId","LeadROId","PIId"
"EPSRC","EP/J000345/1","Research Grant","Spin Outs","Heriot-Watt University","Sch of Engineering and Physical Science","Mallick","Tapas","","BuildSolar Limited","Company Profile:

Build Solar are a recent spin-out from the University of Exeter (June 2017), following five years of solar concentrator research led by Dr. Hasan Baig and Prof. Tapas Mallick. The company seeks to develop and commercialize innovative construction materials by embedding advanced photovoltaic technology into them. These construction materials also classed as Building Integrated Photovoltaics (BIPV) replace an element of the building skin/ facade and easily integrate within the built environment. 

Build Solar's first patent pending product &quot;Solar Squared&quot; transforms the widely used Glass Blocks into a multifunctional product that provides electricity, daylighting and improved thermal insulation. Typical Glass Blocks are used on the exterior walls of a building to provide daylighting and privacy to the indoor environment. However, the void inside these glass blocks leads to thermal losses and hence higher U-Values. Solar Squared incorporates a plurality of glass projections inside this hollow space serving to disrupt convection currents forming in the void and cutting down thermal losses leading to lower U-values. Further, the shape of these projections allows for concentration of incoming solar radiation. Connecting small sized solar cells along these projections simultaneously generates more electricity per unit solar cell area and provides privacy to the indoor environments. The front face of these projections can also be varied to incorporate better aesthetics within the product. 

Aimed at the commercial and public construction sectors our current product Solar Squared provides all the standard benefits of using glass blocks for building exteriors such as daylighting, protection, and structure but also generates electricity in the form of solar energy and offers enhanced thermal insulation. Predicted that the BIPV Market will grow from about $3 billion in 2015 to over $9 billion in 2019, and surge to $26 billion by 2022. We want to be a part of this exciting market opportunity and aim to capture at least 5 % of this market in the coming five years through our innovative solutions.

Having solar energy collection integrated into the building envelope as part of the design replaces conventional building envelope materials with a smart and multifunctional technology that not only serves it original purpose but also has a financial payback through electricity generation and energy savings. The incorporation of the PV technology within the building structure prevents PV system theft which is increasingly problematic in both developed and developing countries. Onsite energy generation (OSG) will reduce energy losses associated with transmitting power from a far and reduce dependency on grid infrastructure. Coupled with the increasing availability of building scale battery storage technology, our technology has the potential to be an important part of the emerging distributed OSG clean energy system.

As an organization we have applied a lean manufacturing strategy for the development of our product. We have tied up with existing glass block manufacturer to produce our innovative glass block henceforth avoiding any further emissions and environmental impacts by deploying a completely new production setup. We have also tied up with existing solar cell manufacturers to produce our unique solar cell technology. This way we have avoided almost 70% of carbon emissions that would happen if we were to completely manufacture our entire product. While the product has been in technological development for last one year, the commercial business is relatively young and still essentially a start-up so has no financials.

Build Solar aims to develop several construction materials that integrate solar technology, partly mitigating the negative environmental effects of rising building energy consumption. Further, the company aims to develop a network of international partnerships construction companies that sell, distribute, and install construction materials. 

Personnel: 

Dr. Hasan Baig (Founder &amp; CEO-Build Solar) leads new product and new market activities. He obtained his PhD (2015) in Renewable Energy from the University of Exeter, UK. For his research Hasan won the Impact Award in the Sustainable Futures category at the university of Exeter in 2013. Over the years Hasan has worked extensively on design and manufacture of several Building Integrated Solar Concentrator technologies. He presented the company profile at the Cleantech Innovate UK and the BRE BIPV stakeholders workshop this year. Hasan is managing the overall operations and networking with many stakeholders towards building the company's future directions.
 
Prof. Tapas Mallick, Scientific Advisor and Chairman for the company is a World leader in BIPV technology. He is currently the Chair in Clean Technologies, Environment &amp; Sustainability Institute, University of Exeter, UK. He has brought in grant funding of more than 350,000 GBP in the research for Building Integrated solar technologies at the University of Exeter. Tapas is communicating the company profile through his own scientific networks and seeking opportunities to collaborate on a scientific scale through any potential grant funding opportunities.

Jim Williams is a Non-Executive Director and commercialization manager at Build Solar. He has a background in product development, manufacturing, and retail of consumer outdoor goods. He is continuously in touch with the glass block industry partners and investors to bring in more interest towards the company.","2017","60% of global carbon emissions are caused by buildings. Our vision is to challenge this adversity through the concept of Net Zero Energy buildings, meaning the total amount of energy used on an annual basis is roughly equal to the amount of renewable energy created on the site. BUILD SOLAR aims to commercialize innovative photovoltaic solutions by combining them with traditional construction materials and transforming buildings from energy consumers to power generators. Through a series of its products, the company is poised to become a major key player in the building integrated photovoltaic (BIPV) industry. The BIPV market is forecast to grow at a CAGR of 16% between 2016 and 2024 and the global market is currently valued at $7 billion. To catch up with this growing industry and gather further momentum BUILD SOLAR is currently faced with several obstacles including lack of education about these technologies among architects, standard product specifications, building regulatory, manufacturing costs and lack of well-trained installers. Aimed at the commercial and public sectors, our first product Solar Squared provides standard benefits such as daylighting, protection, and structure alongside electricity generation and better thermal insulation. The company has established a route to market within the UK market through Glass Block Technology Limited, one of the major glass block sellers, distributors, and installers in Europe. The company will build a network of partnerships with similar glass block companies to access international markets in the future. We have already patented our technology through the following UK patent Construction Block with Photovoltaic Device, PATENT APPLICATION NUMBER 1705840.5. Our technical impact has been very strong on the glass block industry wherein we have completely transformed a standard construction material into an innovative energy solution. Prototyping of our first product Solar Squared is in progress and we hope to complete it by August this year. Further new designs of the product are being developed for the next round of prototyping. Socially we have presented our product to the public, researchers and school children visiting the Environment & Sustainability Institute at the University of Exeter. We have also participated in the stakeholder workshop on BIPV technologies organized by BRE. Through this workshop we have introduced our product to existing BIPV manufacturers and gathered their feedback, understand the wider challenges BIPV industry faces and unlock routes for future developments. The Solar Squared unit will improve the performance of a widely used building material (glass block). The function of architectural glass blocks is to allow daylighting, and lower artificial lighting loads. Thus, Build Solar have reduced the active cell area of the PV, while still pulling back efficiency and yield by concentrating incoming light. The power density at standard tests conditions is analogous to approx. 25 Wp/m2. This compares well with amorphous silicon and organic photovoltaics which also have a similar power density. With the addition of the concentrators and solar cells in the block, internal convective air currents are reduced which in turn improves the thermal insulation performance of the block versus the standard hollow version. The traditional glass block has a U-Value =2.8 W/m2 K. Solar Squared Glass Block aims to reduce this by up to 50 %. The improvement of U-Value to 1.4 W/m2 K will result in thermal energy savings of 0.51 kWh/annum/block. This equates to Year 1 savings of 69,700 kWh, the equivalent of 6 houses' energy demand. By year 4 this is 4,056,114 kWh or 347 houses (based on U-Value improvement from 2.8 to 1.4 W/m2 K, Year 1-unit sales of 136,400 units, year 5 unit sales of 7,937,600 units and an average UK household energy usage of 11,700 kWH p.a.). The CO2e savings equate to 24t CO2e saved in Year 1 rising to 1,425t CO2e by Year 4 (based on UK grid CO2e grid electricity of 0.35156kg CO2e/kWH, BEIS Carbon Factors 2017). The price per tonne of carbon saved equates to ?73k in Year 1 falling to just ?11k per tonne by Year 4. Assuming full market adoption to 114m glass blocks this results in carbon savings of over 20,000t per annum. The concentration concept is not new and has been proven in other concentrating solar technologies. In the case of Solar Squared, the team at Exeter have chosen a relatively low power concentrator which magnifies by a factor 3 - 6. This allows the concentrating lens to have a wide angle of acceptance (ca. half acceptance angle 35&deg;), meaning that contrary to typical high concentration application which need dual axis tracking, a vertically installed south facing Solar Squared array should be able to receive light for at least 7 hours a day. The Energy Payback Time of the system can be as low as 3yrs which is comparable to current rooftop PV technologies, something that current BIPV struggle to deliver. The Energy Return On Investment of Solar Squared is targeted to be less than 5 years with an estimated equivalent carbon footprint of 20g CO2e/kWh energy generated. Based on the BEIS toolkit for valuation of energy use the Year 4 energy savings have an NPV of?619,280 and an annualized NPV. BUILD SOLAR is a recent startup and an outcome of more than five years of Solar PV research at the University of Exeter. Since its launch at the Cleantech Innovate UK in April this year it has managed to raise a lot of interest from several construction companies and media. Some of the notable articles can be found below. Build Solar in the Press * Solar power glass bricks generate energy while letting in light, Reuteurs, November 28th, 2017 * Watts new in glass blocks, Royal Institute of British Architects September 8th2017 * Researchers develop solar glass blocks to power houses, PV Magazine August 24th2017 * Could This Glass Brick Be the Solution to Solar Energy's Design Problems?, Architectural Digest August 23rd2017 * Revolutionary glass building blocks generate their own solar energy, Inhabitat August17th2017 * University of Exeter creates energy generating glass bricks, BIM+Chartered Institute of Building August 23rd2017 * Solar blocks could replace solar panels on buildings, TreeHugger, August17th2017 * These solar glass bricks let in light while generating energy, Curbed August 23rd2017 * Is This Solar Power Tech the Future of Glass Blocks?, Architect-Journal of American Architects, August17th2017 * How to Leverage Glass Block Construction to Achieve LEED Certification, Architizer August 31st2017 * These solar glass blocks would make great skylights for your solar roofs, Techcrunch August18th2017","https://www.buildsolar.co.uk","5aa44dc725c7b1.36275173","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=spinout&outcomeId=5aa44dc725c7b1.36275173&grantRef=EP%2FJ000345%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=EP/J000345/1","2DCAD7C5-4E5C-45B7-AD61-B0255E9E17F5","798CB33D-C79E-4578-83F2-72606407192C","E5A82D2C-5AD4-488A-ACFF-566345A5D6DA","124B11ED-4328-4198-8550-D4D78E05281F"
"EPSRC","EP/S019367/1","Research Grant","Spin Outs","University of Manchester","Materials","withers","Philip","http://orcid.org/0000-0002-1946-5647","NANOPLEXUS LIMITED","Material development for energy storage applications.","2019","Eli and Britt Harari Award winner.","https://nanoplexus.co.uk/","5e5ec2c8d04eb3.85698760","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=spinout&outcomeId=5e5ec2c8d04eb3.85698760&grantRef=EP%2FS019367%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=EP/S019367/1","CB6D5FAB-85F0-4A00-BE2F-5B387D4CBD55","798CB33D-C79E-4578-83F2-72606407192C","68D0E3C9-9246-4CFC-B5E9-48584CF82993","172EC949-610A-4AAC-B568-439FC3D74B7F"
"EPSRC","EP/P025021/1","Research Grant","Spin Outs","University of Manchester","Engineering and Physical Sciences","Schroder","Martin","","NANOPLEXUS LIMITED","Material development for energy storage applications.","2019","Eli and Britt Harari Award winner.","https://nanoplexus.co.uk/","5e5ec2c8d04eb3.85698760","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=spinout&outcomeId=5e5ec2c8d04eb3.85698760&grantRef=EP%2FP025021%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=EP/P025021/1","E215CFEE-4445-4EA4-BBC6-CA3DC2353204","798CB33D-C79E-4578-83F2-72606407192C","68D0E3C9-9246-4CFC-B5E9-48584CF82993","320A9E84-D5A3-4BDD-9BAB-9BEC4AAB40E4"
"EPSRC","EP/R00661X/1","Research Grant","Spin Outs","University of Manchester","Engineering and Physical Sciences","withers","Philip","http://orcid.org/0000-0002-1946-5647","NANOPLEXUS LIMITED","Material development for energy storage applications.","2019","Eli and Britt Harari Award winner.","https://nanoplexus.co.uk/","5e5ec2c8d04eb3.85698760","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=spinout&outcomeId=5e5ec2c8d04eb3.85698760&grantRef=EP%2FR00661X%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=EP/R00661X/1","A8828926-7BDD-47F2-B104-B724566470C4","798CB33D-C79E-4578-83F2-72606407192C","68D0E3C9-9246-4CFC-B5E9-48584CF82993","172EC949-610A-4AAC-B568-439FC3D74B7F"
"EPSRC","EP/J000876/1","Research Grant","Spin Outs","University of Warwick","Sch of Engineering","Tamainot-Telto","Zacharie","http://orcid.org/0000-0002-2699-6550","Sorption Energy Ltd.","Sorption Energy Ltd. develops adsorption heat pumps, boilers, vehicle air-conditioning, and domestic heating and hot water","2009","- Development of domestic gas fired adsorption heat pump. - Industrial links and networking. - Stimulation of innovative and sustainable technologies","https://www.nexok.co.uk/company/06791484/sorption-energy-limited/financials-accounts","56e0784da12b02.43073917","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=spinout&outcomeId=56e0784da12b02.43073917&grantRef=EP%2FJ000876%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=EP/J000876/1","E9CCAD52-2507-457B-8074-AC8107067656","798CB33D-C79E-4578-83F2-72606407192C","B6FB652A-60C3-48DD-9A33-075D1F759B48","1AEFA2D0-C3DF-422E-A048-BD90057D794E"
"NERC","NE/M011429/1","Research Grant","Spin Outs","University of Exeter","Camborne School of Mines","Wall","Frances","","MINVIRO LTD","Life cycle assessment-based approach to improving environmental and sustainability performance of mining companies. Developed directly from Rob Pell's PhD study which was part of the SoS RARE project","2018","Changing energy use strategy and making a proposed rare earth project in Malawi more environmentally-friendly by applying LCA at feasibility stage of project development for Mkango Ltd.","https://www.minviro.com/","5e4ac541ee12a0.09231853","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=spinout&outcomeId=5e4ac541ee12a0.09231853&grantRef=NE%2FM011429%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=NE/M011429/1","52377A14-CA74-488A-8627-EBF270204702","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","961756BF-E31F-4A13-836F-0A09BA02385C","06C0C42B-260A-46B1-8130-3EC18611ED34"
"BBSRC","BB/E023533/1","Research Grant","Spin Outs","University College London","Computer Science","Jones","David","","Synthace","Synthace produces high value, bio-based chemical and biological products through the application of synthetic biology. They are able to rapidly engineer and optimise novel biological production systems. This is achieved through the integration of computational modelling and big data analysis with wet lab experimental design and innovative molecular biology tools. Their bioengineering platform is broadly applicable across multiple industry sectors, including the production of specialty chemicals from renewable feedstocks using efficient and sustainable processes.","2011","Awarded ?500,000 TSB Synthetic Biology Grant in 2013.","http://www.synthace.com","545f7688544270.09305427","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=spinout&outcomeId=545f7688544270.09305427&grantRef=BB%2FE023533%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=BB/E023533/1","799B49ED-7E2D-4A89-8A45-1099DFB56C3A","2512EF1C-401B-4222-9869-A770D4C5FAC7","3A5E126D-C175-4730-9B7B-E6D8CF447F83","648AF67D-A9EA-48C9-BB7C-EF285375A5F6"
"EPSRC","EP/K014676/1","Research Grant","Spin Outs","Imperial College London","Dept of Chemistry","Welton","Thomas","http://orcid.org/0000-0002-1750-1683","Chrysalix Technologies Limited","Chrysalix Technologies (http://www.chrysalixtechnologies.com/) is an Imperial College spin-out company developing an innovative biomass fractionation process using low-cost ionic liquids. Currently, our society is heavily relying on the use of crude oil while products are discarded at the end of their lives. We want to change that, which is why we are developing novel chemical processes that enable us to live more sustainably in a clean world. Our first product is the BioFlex process that uses waste wood and agricultural by-products as well as sustainably grown biomass to produce a greener alternative to today's petrochemical industry while providing unwanted waste materials with a new purpose.","2017","Chrysalix currently operates at pilot scale, and is not yet receiving direct income. We have raised funds for process development and have won many international prizes, including second place at the Slush CLimate Impact Battle, the EIT Change Award and third place at the Climate Launchpad.","http://www.chrysalixtechnologies.com/","5aa808507e5b08.89106685","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=spinout&outcomeId=5aa808507e5b08.89106685&grantRef=EP%2FK014676%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=EP/K014676/1","BA9BDF8D-7268-46B6-9216-446A1F27DD68","798CB33D-C79E-4578-83F2-72606407192C","46387D84-F71E-4B7D-8C7D-9C288F113510","44AA8695-2005-41D7-A759-C8A1C6814524"
"EPSRC","EP/S000771/1","Research Grant","Spin Outs","Aston University","College of Engineering and Physical Sci","Thornley","Elizabeth","","Lixea Ltd","Lixea&reg; is developing an innovative biomass fractionation process using low-cost ionic liquids.

Currently, our society is heavily relying on the use of crude oil while products are discarded at the end of their lives. We want to change that, which is why we are developing novel chemical processes that enable us to live more sustainably in a clean world.

 Our first product is the Dendronic process that uses waste wood, agricultural by-products and sustainably grown biomass to produce a greener alternative to today's petrochemical industry while providing unwanted waste materials with a new purpose.","2018","Lixea is not a Supergen spin-out (est. 2017, so it cannot be), however the activities within Supergen have had a significant impact on Lixea's development activities, especially within the UK. The research and researcher (Pedro Verdia) were applied to the BBNet-funded project WasteWood2Paper, to demonstrate Lixea's technology of cellulose production from waste wood could be applied to the paper industry. The resulting &pound;50k proof-of-concept project has led to 4 commercial partnerships involving FibreLean, James Cropper, Lixea and DyeRecycle (see below). Lixea has also furthered development work with UK-based Quorn on cellulosic sugars, in part through Supergen-led activities in networking.","https://www.lixea.co/","6231d036b42691.73526041","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=spinout&outcomeId=6231d036b42691.73526041&grantRef=EP%2FS000771%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=EP/S000771/1","12E8C052-6958-47AE-AC77-441362FE29C8","798CB33D-C79E-4578-83F2-72606407192C","5BFB9036-9D16-4AB9-A9EF-097BB6FBD69A","D381E6B5-5ECC-406A-9190-9F045CAA506B"
"BBSRC","BB/S011994/1","Research Grant","Spin Outs","Aberystwyth University","IBERS","Bryant","David Neil","","AR CITEKBIO Ltd","Our application aims to enable the operation of a new spin-out company from Aberystwyth University called ARCITEKBio Ltd (ABL). The primary vision of the company is to provide sustainable solutions for the manufacturing of xylitol through innovations in Industrial Biotechnology (IB). Xylitol, a natural sweetener, with wide ranging applications as a sugar substitute has an existing market of USD 730M forecasted to cross USD 1B by 2020 (CAGR of 6.2%). Regulatory and raw material supply issues with current commercial production, via a chemical catalysis process, has resulted in a global supply shortage and resultant price spike (by almost 50%). ABL aims to use this opportunity using its disruptive EcoXyl technology and offers a raw material agnostic, cost-effective, sustainable and regulatory-compliant production approach. Overall we strive to curtail the global sugar epidemic and promote sustainable living whilst ensuring job creation and growth.
EcoXyl's innovation include easing the strained supply chain by providing flexibility in raw material sourcing (uses waste from multiple sectors like farming, sugar, brewing, paper/pulp), lowering manufacturing costs by increasing sugar capture (75% vs current 40%) along with reducing number of process steps and promoting sustainable manufacturing by avoiding harsh conditions employed currently (toxic catalyst, high temperature/pressure). EcoXyl also overcomes typical drawbacks of other proposed biotech manufacturing routes (incomplete sugar conversion, microbial intolerance to waste liquor, inefficient downstream purification) yielding favorable process economics and strong potential to undercut current manufacturing. A process patent application for the technology is currently in PCT phase.
Whilst EcoXyl's has been implemented at TRL4 (g scale) to yield a minimum viable product, prospective technology adopters require demonstrable proof of EcoXyl's continued efficacy following further scale-up (TRL6; ton scale). Key project objectives thus include -
de-risking technology adoption through demonstration of process scalability from TRL4 to TRL5 (kg) and eventually TRL6 (tons; to be done after securing further funding), private sharing of prototype with collaborative end-users for beta-testing and early-stage regulatory assessments, engaging organisations with manufacturing expertise for potential Joint Venture/licensing agreements and/or identifying contract manufacturing opportunities for product delivery via partnering with xylitol distributors; and raising company profile via participation in business competitions and Investment forums, to enable further equity-driven funding via banks and VCs. ABL possesses 2 Letters of Intent from xylitol distributors. Initial discussions with Development Bank of Wales for securing further funds have been favorable. Other focus areas include rapid growth, building team with complimentary skills and ensuring company sustainability via sustained revenue generation.","2019","ARCITEKBIO Ltd launch date is 14th March 2019.",,"5c87b69de8d160.12090463","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=spinout&outcomeId=5c87b69de8d160.12090463&grantRef=BB%2FS011994%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=BB/S011994/1","0A978208-E9AB-4A1B-A2C5-37276DE0602D","2512EF1C-401B-4222-9869-A770D4C5FAC7","E4757A6E-7326-472B-9979-B47D77A65446","EFB7774C-2081-4D13-A3E1-82B0E4D343E9"
"EPSRC","EP/N019474/1","Research Grant","Spin Outs","University of Oxford","Engineering Science","Torr","Philip","","AISTETIC LIMITED","We are a University of Oxford Spinout, applying state of the art computer vision and deep learning to the real world problems associated with shopping for clothes online.

We're building an innovative ecommerce platform, applying computer vision and deep tech to clothing. With world -class founders from leading academic institutions and companies, we are a team that is on mission to disrupt and improve how everyone shops for clothes.

Aistetic was founded with a clear purpose: to make tailoring accessible to more people wherever they are. And our mission is to do so sustainably, reducing waste, and encouraging a more sustainable approach to clothing. 

Our innovation partners are the University of Oxford, Innovate UK, &amp; OxLep. We are part of the Digital Catapult's Machine Intelligence Garage and Data Market Services Accelerator (EU Horizon 2020).","2019","Information Technology and Services",,"6042841c60b187.85837357","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=spinout&outcomeId=6042841c60b187.85837357&grantRef=EP%2FN019474%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=EP/N019474/1","5A592DE6-D2A9-443F-A87C-13E18E56B026","798CB33D-C79E-4578-83F2-72606407192C","3EAE04CA-9D62-4483-B9C4-F91AD9F4C5A9","6D419C9B-1ACA-435A-B8B1-36FA3461BF52"
"EPSRC","EP/P029426/1","Research Grant","Spin Outs","University of Cambridge","Physics","Baumberg","Jeremy","","OPENFLEXURE INDUSTRIES LTD","OpenFlexure Industries supplies kits of open-source hardware projects to enable a greater number of people to engage with the project.","2019","As a recently-established microbusiness, OpenFlexure Industries has only just started selling products, but has been chosen as a case study by the Gathering for Open Science Hardware to study how sustainable businesses can be built on open hardware.","https://openflexure.com","601be018291687.10635269","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=spinout&outcomeId=601be018291687.10635269&grantRef=EP%2FP029426%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=EP/P029426/1","01FF8E7B-7EFD-41DE-A398-97A94F3A86E9","798CB33D-C79E-4578-83F2-72606407192C","D1774113-D5D2-4B7C-A412-66A90FE4B96F","F6490E10-BCC4-4DA3-903D-A8A813A253F5"
"EPSRC","EP/R022054/1","Research Grant","Spin Outs","University of Bristol","Electrical and Electronic Engineering","Rarity","John","","QLM TECHNOLOGY LTD","QLM uses Bristol developed single photon sensing technology for gas sensing. In this early stage QLM Technology sets out to tackle the global problem of natural gas (methane) leaks from well-heads and pipeline transportation, which currently cost the industry greater than $6bn annually. The quantum remote sensing solution is capable of remotely detecting and quantifying the lowest leak rate required by the industry, out to a 100-metre operational distance. It is lightweight and low power and when mounted on a drone can deliver an 30 mph full coverage surveying speed.","2017","Raised &pound;150K of venture capital and some &pound;300K of Innovate UK funding to develop prototype systems","https://www.qlmtec.com/","5c86c6fbb45071.99938848","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=spinout&outcomeId=5c86c6fbb45071.99938848&grantRef=EP%2FR022054%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=EP/R022054/1","DCB23F10-E8C5-4E8C-8F45-18D3DE8F467D","798CB33D-C79E-4578-83F2-72606407192C","4A348A76-B2D0-4DDD-804A-CE735A6D3798","04D20737-A582-4385-8482-6DEB35641D07"
"ESRC","ES/P006221/1","Research Grant","Spin Outs","University of Leeds","Institute for Transport Studies","Lucas","Karen","http://orcid.org/0000-0002-4009-7017","Walk 21","Walk 21 is an NGO operating in global south cities to engage policymakers and other stakeholder in the development of sustainable walking environments in global south cities","2016","The company has allowed us to engage more directly and effectively with city partners as well as with global campaign organisation in the transport sphere. It has also given us access to a much wider number and range of stakeholders, many of whom are now members of the INTALInC network","https://www.walk21.com/","5bab512d2992e2.38612261","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=spinout&outcomeId=5bab512d2992e2.38612261&grantRef=ES%2FP006221%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=ES/P006221/1","25B4D109-A031-44EE-B2EC-39AC389752A8","924BE15C-91F2-4AAD-941A-3F338324B6AE","83D87776-5958-42AE-889D-B8AECF16B468","4AC0A9D0-F73B-4EC1-A4C5-F70B35529BC3"
"EPSRC","EP/M024458/1","Fellowship","Spin Outs","University of Bristol","Electrical and Electronic Engineering","Rarity","John","","QLM TECHNOLOGY LTD","QLM uses Bristol developed single photon sensing technology for gas sensing. In this early stage QLM Technology sets out to tackle the global problem of natural gas (methane) leaks from well-heads and pipeline transportation, which currently cost the industry greater than $6bn annually. The quantum remote sensing solution is capable of remotely detecting and quantifying the lowest leak rate required by the industry, out to a 100-metre operational distance. It is lightweight and low power and when mounted on a drone can deliver an 30 mph full coverage surveying speed.","2017","Raised &pound;150K of venture capital and some &pound;300K of Innovate UK funding to develop prototype systems","https://www.qlmtec.com/","5c86c6fbb45071.99938848","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=spinout&outcomeId=5c86c6fbb45071.99938848&grantRef=EP%2FM024458%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=EP/M024458/1","03A1C098-504F-4524-97D2-1B50600A6CE5","798CB33D-C79E-4578-83F2-72606407192C","4A348A76-B2D0-4DDD-804A-CE735A6D3798","04D20737-A582-4385-8482-6DEB35641D07"
"EPSRC","EP/R013969/1","Research Grant","Spin Outs","University of Bath","Physics","Bowman","Richard","","OPENFLEXURE INDUSTRIES LTD","OpenFlexure Industries supplies kits of open-source hardware projects to enable a greater number of people to engage with the project.","2019","As a recently-established microbusiness, OpenFlexure Industries has only just started selling products, but has been chosen as a case study by the Gathering for Open Science Hardware to study how sustainable businesses can be built on open hardware.","https://openflexure.com","601be018291687.10635269","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=spinout&outcomeId=601be018291687.10635269&grantRef=EP%2FR013969%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=EP/R013969/1","FF99F1C0-D498-42A8-9200-1782FF613BE9","798CB33D-C79E-4578-83F2-72606407192C","EAAD4D43-BD15-432B-9385-2DBD0C65958D","CD86341D-9DC1-43B7-AA29-707C815B3D25"
